key,collection_date,Alkalinity [p:3332],Ammonia [p:3333],Calcium [p:3334],Chloride [p:3335],Conductivity [p:3336],Dissolved Oxygen [p:3337],Iron [p:3338],Magnesium [p:3340],Nitrate [p:3341],Nitrite [p:3342],Nitrogen [p:3343],Phosphorus [p:3344],Potassium [p:3345],Silicate [p:3346],Sodium [p:3347],Soluble Reactive Phosphorus [p:3348],Sulfur [p:3349],Temperature [p:3355],Total Alkalinity [p:3408],Total Chloride [p:3409],Total Phosphorus [p:3352],Total Suspended Solids [p:3353],Turbidity [p:3354],pH [p:3356],latitude,longitude,owner_id,owner_first_name,owner_last_name,certified,certifier_id,certifier_first_name,certifier_last_name,dataset_id,dataset_name,dataset_key,station_id,station_name
eb762a1819d019d1fab6d2e70259cf02,2013-04-14 00:00:00,,0.066,,,,11.3,,,7.26,,,,,,,49.6,,7.5,,,,,63.5,7.88,41.42973,-82.69276,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_3,Columbus Ave
ae86046b4b233ed3cab6b33124624a67,2013-04-14 00:00:00,,0.043,,,,13.5,,,7.357,,,,,,,59.7,,9.8,,,,,30.8,8.39,41.40961,-82.73696,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,MC_8,Strub Rd
50c029006ae2efb5c18109131e7905dd,2013-04-14 00:00:00,,0.009,,,,8.9,,,3.291,,,,,,,30.6,,9.6,,,,,39.5,8.03,41.330674,-82.481357,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_14,Mason Rd
547a9b14b50f228118319b7668d25c8c,2013-04-14 00:00:00,,0.012,,,,13.0,,,3.344,,,,,,,18.7,,10.1,,,,,35.2,8.78,41.314902,-82.481357,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_3,Bellamy Rd North
51c8fed9f4788ac27efb833656fa2183,2013-04-14 00:00:00,,0.043,,,,13.2,,,6.549,,,,,,,51.9,,9.9,,,,,29.4,8.65,41.44062,-82.73209,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,MC_5,Mills Creek Golf Course
c25176678fe363e914f61955e973c9f9,2013-04-14 00:00:00,,0.075,,,,9.8,,,0.99,,,,,,,7.4,,6.0,,,,,24.6,7.79,41.42902,-82.685423,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_5,Oakland Cemetery
e6caf6b33803d459f62c4aadfd6f88bf,2013-04-14 00:00:00,,0.01,,,,12.3,,,3.647,,,,,,,19.3,,10.0,,,,,40.3,8.26,41.320662,-82.48326,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_5,Bellamy Rd 2
3ffcf5636914898d66ae38cb4ce2faab,2013-04-14 00:00:00,,0.049,,,,13.7,,,9.159,,,,,,,78.1,,9.4,,,,,41.8,8.4,41.379681,-82.77477,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,MC_4,Miller Rd West
b5626a929d81609fb89de87f84776189,2013-04-15 00:00:00,,0.013,,,,12.4,,,4.092,,,,,,,83.0,,14.0,,,,,45.3,7.86,41.2986,-82.50979,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_19,Tennant Rd West
76c2bf41dd849470d38b9b08ac8b7b60,2013-04-15 00:00:00,,0.025,,,,10.6,,,1.78,,,,,,,36.6,,8.0,,,,,46.0,6.9,41.273479,-82.453316,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_12,Liles Rd
514936e3e7ed99e428e3373bd6563f23,2013-04-15 00:00:00,,0.011,,,,10.3,,,4.152,,,,,,,20.6,,12.3,,,,,13.1,7.2,41.319301,-82.527784,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_11,Hoffman Woods Metropark Park
1c2a194983c2324a748f6b55f1c4963f,2013-04-22 00:00:00,,0.079,,,,12.65,,,2.2196,,,,,,,5.3,,1.1,,,,,34.4,7.86,41.382061,-82.514289,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_13,Lower Estuary - Data logger
7e306b7f97a9c1cdc661e95ac8c8be2e,2013-05-01 00:00:00,,0.103,,,,8.82,,,1.3389,,,,,,,3.3,,18.0,,,,,94.8,7.4,41.382061,-82.514289,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_13,Lower Estuary - Data logger
3edfabaa680b74cdfda2a3080eac9f18,2013-05-01 00:00:00,,0.028,,,,10.33,,,1.8061,,,,,,,1.3,,22.2,,,,,11.2,7.96,41.349059,-82.512431,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_7,Berlin Rd SWMP
59b9b122c1b557633c635bb03dbb3fab,2013-05-01 00:00:00,,0.04,,,,7.77,,,1.827,,,,,,,1.9,,24.5,,,,,16.0,7.83,41.364922,-82.504653,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_9,Darrow Rd - SWMP
7d78c34e810523a4464ab411e9129fc4,2013-05-19 00:00:00,,0.036,,,,9.6,,,0.504,,,,,,,0.6,,23.4,,,,,2.6,7.66,41.314902,-82.481357,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_3,Bellamy Rd North
0231b68c35f2b2221448164809436cc8,2013-05-19 00:00:00,,0.261,,,,5.2,,,2.348,,,,,,,163.7,,21.9,,,,,4.4,7.56,41.42902,-82.685423,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_5,Oakland Cemetery
2cfaa112c29cbbda69b26d7e619a3ada,2013-05-19 00:00:00,,0.114,,,,4.6,,,1.688,,,,,,,8.4,,17.6,,,,,6.0,7.63,41.43256,-82.68365,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_7,Perkins Ave
a34fb250344bbcf644ca656058e938f4,2013-05-19 00:00:00,,0.027,,,,7.7,,,1.084,,,,,,,1.9,,22.7,,,,,3.4,7.7,41.320662,-82.48326,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_5,Bellamy Rd 2
e357923d838bfcf12c293fdad5a28b26,2013-05-19 00:00:00,,0.049,,,,10.3,,,3.612,,,,,,,11.4,,20.6,,,,,3.2,8.62,41.36535,-82.72794,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_6,Patten-tract Rd
dfb08074b505f85c1540aaccfb9c5624,2013-05-19 00:00:00,,0.123,,,,9.8,,,1.912,,,,,,,8.1,,20.0,,,,,4.7,8.2,41.42973,-82.69276,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_3,Columbus Ave
f62a0cfa219a15cd23cf79e2cdc8725f,2013-05-19 00:00:00,,0.062,,,,9.6,,,1.571,,,,,,,5.1,,24.8,,,,,7.5,8.08,41.29692,-82.50303,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_18,Tennant Rd East
ae5e114c388fa531c054793384486726,2013-05-19 00:00:00,,0.098,,,,7.6,,,2.914,,,,,,,26.1,,18.7,,,,,5.4,8.7,41.3965,-82.70852,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_1,Bogart Rd
f5713fed0f445eab26a3da56821084e9,2013-05-19 00:00:00,,0.117,,,,6.2,,,0.608,,,,,,,7.2,,20.6,,,,,5.8,7.24,41.34892,-82.51257,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_6,Berlin Rd
d97b9fc1c0f4ecedbe7f22d0cdb2737e,2013-05-19 00:00:00,,0.048,,,,6.8,,,0.303,,,,,,,36.6,,22.4,,,,,20.0,8.0,41.2986,-82.50979,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_19,Tennant Rd West
f8afa2b153ccf5e3ab34beedfcc738af,2013-05-19 00:00:00,,0.05,,,,10.4,,,12.898,,,,,,,106.2,,22.1,,,,,5.0,8.77,41.324686,-82.767628,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_9,Strecker Rd
3d62c53530cdc7a6a43734360cc3298e,2013-05-20 00:00:00,,0.066,,,,9.7,,,5.482,,,,,,,95.4,,20.6,,,,,4.6,8.06,41.40961,-82.73696,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,MC_8,Strub Rd
c351611fb5c70938594375cf85592163,2013-05-20 00:00:00,,0.037,,,,7.3,,,0.666,,,,,,,8.7,,22.3,,,,,5.4,7.82,41.318468,-82.492657,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_15,Rt 61
e84f15cc3a5cfb90c8ee4b813b1dac9e,2013-05-20 00:00:00,,0.163,,,,8.2,,,3.34,,,,,,,87.6,,26.8,,,,,5.6,7.83,41.44062,-82.73209,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,MC_5,Mills Creek Golf Course
4ed63cd4e95c6fd3b566e2360e3460a3,2013-05-20 00:00:00,,0.012,,,,,,,1.45,,,,,,,0.4,,20.0,,,,,1.9,7.53,41.319301,-82.527784,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_11,Hoffman Woods Metropark Park
aba6704e59f60a07937a33140ff51c34,2013-05-20 00:00:00,,0.052,,,,8.9,,,7.567,,,,,,,99.5,,19.2,,,,,2.8,7.85,41.379681,-82.77477,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,MC_4,Miller Rd West
e94a23ce5407d9cc910dc93dd0604d95,2013-05-20 00:00:00,,0.034,,,,12.5,,,1.612,,,,,,,113.0,,20.4,,,,,2.9,8.32,41.3384,-82.7487,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_4,Harris Rd
f1dca797112dc4ee6e0000a6735cf9dd,2013-05-20 00:00:00,,0.236,,,,5.9,,,0.446,,,,,,,26.9,,22.6,,,,,5.8,7.32,41.273479,-82.453316,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_12,Liles Rd
b574bfbba6c51448fa76e4773d31ba17,2013-05-20 00:00:00,,0.025,,,,7.5,,,0.788,,,,,,,1.2,,22.2,,,,,2.4,8.0,41.330674,-82.481357,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_14,Mason Rd
ee38ec093250598fbc52f734c26cb000,2013-05-30 00:00:00,,0.143,,,,5.85,,,0.094,,,,,,,7.2,,28.5,,,,,14.2,7.3,41.364922,-82.504653,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_9,Darrow Rd - SWMP
ae0122c7808ca9115245257791de9dcc,2013-05-30 00:00:00,,0.126,,,,7.08,,,0.5022,,,,,,,8.8,,27.8,,,,,9.8,7.36,41.349059,-82.512431,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_7,Berlin Rd SWMP
935f9793f487ebacdb5e7197cb6a00f3,2013-05-30 00:00:00,,0.2,,,,5.47,,,0.0524,,,,,,,3.1,,27.4,,,,,64.7,7.41,41.382061,-82.514289,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_13,Lower Estuary - Data logger
b11803be7373bfa092186ed11d9f99e9,2013-06-16 00:00:00,,0.05,,,,7.0,,,0.336,,,,,,,13.8,,21.2,,,,,9.0,7.64,41.42902,-82.685423,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_5,Oakland Cemetery
a6a38e4a409cad1f334d3ed511161df9,2013-06-16 00:00:00,,0.344,,,,6.0,,,9.504,,,,,,,70.0,,19.2,,,,,16.3,7.82,41.318468,-82.492657,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_15,Rt 61
d09ba8b6d2f9656ad3a4445fb2e8742f,2013-06-16 00:00:00,,0.395,,,,7.6,,,9.033,,,,,,,50.3,,20.3,,,,,35.2,8.16,41.330674,-82.481357,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_14,Mason Rd
868b9844948a63405a70e2d66c8d75f0,2013-06-16 00:00:00,,0.703,,,,7.7,,,17.151,,,,,,,116.6,,20.6,,,,,55.7,7.88,41.324686,-82.767628,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_9,Strecker Rd
efb55927d7f78be05755c906a4342ee1,2013-06-16 00:00:00,,0.024,,,,7.4,,,7.165,,,,,,,94.9,,19.8,,,,,11.6,7.8,41.3965,-82.70852,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_1,Bogart Rd
cc99a26761c65fe19e21902e18c1a73d,2013-06-16 00:00:00,,0.025,,,,9.2,,,7.71,,,,,,,21.5,,23.0,,,,,27.1,8.1,41.42973,-82.69276,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_3,Columbus Ave
285f08d3cdaa497d778f26f5b571745f,2013-06-16 00:00:00,,0.043,,,,6.9,,,6.985,,,,,,,11.1,,23.8,,,,,7.3,7.5,41.3384,-82.7487,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_4,Harris Rd
62f4e200a31332865a3ff357bb709590,2013-06-16 00:00:00,,0.059,,,,8.7,,,10.358,,,,,,,40.1,,19.0,,,,,10.9,7.78,41.320662,-82.48326,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_5,Bellamy Rd 2
42c2a4e1348e38451d94980122cf7b3a,2013-06-16 00:00:00,,0.055,,,,7.3,,,3.788,,,,,,,27.6,,20.4,,,,,21.6,7.56,41.43256,-82.68365,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_7,Perkins Ave
86f34b05983d1168a4025aa15d5218e5,2013-06-16 00:00:00,,0.095,,,,7.0,,,8.131,,,,,,,37.3,,19.8,,,,,59.0,7.58,41.34892,-82.51257,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_6,Berlin Rd
8a478f8a751ff4aacc092570dbbadf08,2013-06-16 00:00:00,,0.082,,,,7.5,,,10.785,,,,,,,41.9,,19.3,,,,,15.8,7.7,41.314902,-82.481357,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_3,Bellamy Rd North
822a45fed054c1493c0404c5a079b0ca,2013-06-16 00:00:00,,0.022,,,,7.3,,,7.14,,,,,,,24.4,,20.4,,,,,21.4,7.92,41.36535,-82.72794,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_6,Patten-tract Rd
fb23cbf8d9421ca92f7c12ea34fcb459,2013-06-17 00:00:00,,0.076,,,,8.4,,,10.42,,,,,,,57.5,,20.9,,,,,27.1,7.7,41.29692,-82.50303,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_18,Tennant Rd East
156f0ed28f60b2584a532bca96e0045f,2013-06-17 00:00:00,,0.057,,,,8.4,,,8.393,,,,,,,77.1,,25.1,,,,,22.9,7.78,41.2986,-82.50979,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_19,Tennant Rd West
54251bb649d326dbc2e9b8799c3ba109,2013-06-17 00:00:00,,0.044,,,,8.2,,,8.358,,,,,,,80.4,,21.0,,,,,13.0,7.69,41.40961,-82.73696,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,MC_8,Strub Rd
12696c7794085b064ed905d5c59c2079,2013-06-17 00:00:00,,0.039,,,,7.7,,,7.573,,,,,,,58.4,,25.2,,,,,12.1,7.61,41.319301,-82.527784,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_11,Hoffman Woods Metropark Park
4efaed22ee0e3fb2da05354ce4f31694,2013-06-17 00:00:00,,0.214,,,,5.6,,,13.43,,,,,,,68.1,,20.2,,,,,35.6,7.2,41.273479,-82.453316,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_12,Liles Rd
f2328bc2d60eed20f2d31e9272393d34,2013-06-17 00:00:00,,0.062,,,,7.7,,,9.995,,,,,,,101.9,,22.2,,,,,11.4,8.04,41.44062,-82.73209,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,MC_5,Mills Creek Golf Course
9a9ce59ec7a628f035c64b0562f8158c,2013-06-17 00:00:00,,0.194,,,,8.2,,,14.697,,,,,,,99.4,,20.0,,,,,25.4,7.63,41.379681,-82.77477,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,MC_4,Miller Rd West
fb3ad67a9683947f7154ca27cb9c8123,2013-07-12 00:00:00,,0.052,,,,7.83,,,4.282,,,,,,,50.1,,20.4,,,,,26.2,7.22,41.364922,-82.504653,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_9,Darrow Rd - SWMP
f97966f801f6f8f7a4cbc0bedee30255,2013-07-12 00:00:00,,0.041,,,,7.35,,,1.37171,,,,,,,22.1,,23.6,,,,,30.6,7.83,41.382061,-82.514289,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_13,Lower Estuary - Data logger
7e088968e3a032cf18f533f2ba6704f5,2013-07-12 00:00:00,,0.003,,,,8.25,,,4.57364,,,,,,,52.8,,20.1,,,,,19.2,7.65,41.349059,-82.512431,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_7,Berlin Rd SWMP
67b0da6e805172e1a4387329e1288527,2013-07-13 00:00:00,,0.002,,,,8.2,,,4.23,,,,,,,40.5,,23.0,,,,,8.1,7.71,41.34892,-82.51257,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_6,Berlin Rd
61b9a1c6fe45846b0267afd52236ab71,2013-07-13 00:00:00,,0.021,,,,7.1,,,0.91,,,,,,,54.1,,25.2,,,,,11.4,7.36,41.273479,-82.453316,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_12,Liles Rd
e60cf37f85392f2780a336373558163b,2013-07-14 00:00:00,,0.021,,,,8.8,,,4.93,,,,,,,81.5,,23.0,,,,,23.7,7.7,41.42973,-82.69276,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_3,Columbus Ave
fdb2639d4db359df7ffc8bace8888f7c,2013-07-14 00:00:00,,0.031,,,,,,,5.09,,,,,,,61.6,,22.4,,,,,18.0,7.5,41.3965,-82.70852,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_1,Bogart Rd
509c91d6e799f70df3a39386894a2958,2013-07-14 00:00:00,,0.033,,,,,,,5.12,,,,,,,55.9,,22.8,,,,,10.4,7.66,41.36535,-82.72794,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_6,Patten-tract Rd
7d65cc82621bdd0f5d78816b95c40714,2013-07-14 00:00:00,,0.058,,,,7.4,,,5.51,,,,,,,129.1,,22.8,,,,,10.2,7.5,41.324686,-82.767628,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_9,Strecker Rd
4cecdf14334fdabaf16aa8a3efeaecfd,2013-07-14 00:00:00,,0.065,,,,6.3,,,0.58,,,,,,,26.8,,24.7,,,,,4.0,7.43,41.42902,-82.685423,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,PC_5,Oakland Cemetery
bd5e7e7fb3aa3201e15a47f513bdd2ec,2013-07-14 00:00:00,,0.004,,,,7.1,,,3.86,,,,,,,50.7,,21.2,,,,,4.9,7.52,41.318468,-82.492657,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_15,Rt 61
bcd0b5e24a9c9ee77898409cae80142b,2013-07-14 00:00:00,,0.004,,,,7.7,,,3.79,,,,,,,53.3,,20.8,,,,,3.3,7.95,41.330674,-82.481357,196,Erin,Hofmann,True,196,Erin,Hofmann,1390,Firelands Coastal Tributaries Watershed Program,HQ5yvL1h1YIi,OWC_14,Mason Rd
